seqnames start end strand gene_id
7530 chr17 4016813 4029597 - ENSDARG00000037995
7531 chr16 11935861 11944510 + ENSDARG00000037997
7532 chr16 11904517 11933288 - ENSDARG00000037998
7533 chr17 4135899 4153124 + ENSDARG00000038000
7534 chr3 30605472 30639219 - ENSDARG00000038005
7535 chr16 58050103 58053769 - ENSDARG00000038006
7536 chr3 29815476 29822772 + ENSDARG00000038009
7537 chr3 29661962 29694388 + ENSDARG00000038010
7538 chr3 29640439 29659899 - ENSDARG00000038011
7539 chr3 29620402 29635010 + ENSDARG00000038012
7540 chr12 36421614 36426532 - ENSDARG00000038018
7541 chr3 28982569 29001938 + ENSDARG00000038024
7542 chr3 25087412 25095884 + ENSDARG00000038025
7543 chr3 1923487 1929172 + ENSDARG00000038027
7544 chr3 1955454 1959239 + ENSDARG00000038028
7545 chr3 25203227 25209069 - ENSDARG00000038030
7546 chr24 18835532 18994359 + ENSDARG00000038040
7547 chr24 19070166 19220025 - ENSDARG00000038043
7548 chr16 15646509 15657054 + ENSDARG00000038052
7549 chr1 21460057 21465276 - ENSDARG00000038056
7550 chr3 25537082 25593628 - ENSDARG00000038059
7551 chr17 43513519 43521067 + ENSDARG00000038064
7552 chr3 25471232 25478430 - ENSDARG00000038066
7553 chr3 25383214 25470824 - ENSDARG00000038067
7554 chr3 25371128 25376670 - ENSDARG00000038068
7555 chr3 25338666 25370018 - ENSDARG00000038069
7556 chr3 27793197 27814566 + ENSDARG00000038072
7557 chr6 50344350 50365500 + ENSDARG00000038074
7558 chr6 50332650 50341392 + ENSDARG00000038075
7559 chr6 50352923 50356035 - ENSDARG00000038076
7560 chr3 28081057 28102533 + ENSDARG00000038089
7561 chr3 26111187 26194055 + ENSDARG00000038094
7562 chr3 26202890 26204785 - ENSDARG00000038095
7563 chr3 26211811 26225297 + ENSDARG00000038097
7564 chr17 43057958 43063847 + ENSDARG00000038099
7565 chr15 9435787 9456733 + ENSDARG00000038106
7566 chr15 9468419 9495906 + ENSDARG00000038107
7567 chr4 58282598 58294494 - ENSDARG00000038111
7568 chr18 25009219 25010399 + ENSDARG00000038112
7569 chr23 43774847 43821633 - ENSDARG00000038113
7570 chr1 11192286 11221304 - ENSDARG00000038114
7571 chr18 25174866 25184697 - ENSDARG00000038116
7572 chr23 43569328 43619921 + ENSDARG00000038119
7573 chr18 25345357 25429375 - ENSDARG00000038121
7574 chr23 43184259 43194259 + ENSDARG00000038123
7575 chr13 53893508 53909033 + ENSDARG00000038131
7576 chr3 24932187 24941134 + ENSDARG00000038133
7577 chr12 16537112 16670195 + ENSDARG00000038138
7578 chr3 24567007 24587755 + ENSDARG00000038139
7579 chr3 24489175 24492060 + ENSDARG00000038141
7580 chr12 21691906 21693036 - ENSDARG00000038147
7581 chr6 438329 451862 + ENSDARG00000038151
7582 chr6 456975 463584 - ENSDARG00000038153
7583 chr17 43077316 43081078 + ENSDARG00000038154
7584 chr10 43499381 43512443 - ENSDARG00000038156
7585 chr10 43560857 43663014 - ENSDARG00000038159
7586 chr25 28462780 28499819 - ENSDARG00000038166
7587 chr3 23108396 23120778 - ENSDARG00000038176
7588 chr3 22540799 22545974 + ENSDARG00000038185
7589 chr3 22548091 22554167 + ENSDARG00000038186
7590 chr18 49775406 49783192 + ENSDARG00000038188
7591 chr3 49744850 49772246 - ENSDARG00000038190
7592 chr18 46620558 46629935 + ENSDARG00000038191
7593 chr3 50233908 50239497 + ENSDARG00000038196
7594 chr3 50719428 50726533 - ENSDARG00000038198
7595 chr11 3648043 3655227 + ENSDARG00000038199
7596 chr11 43073538 43077202 - ENSDARG00000038205
7597 chr11 43043856 43067703 + ENSDARG00000038207
7598 chr3 21053687 21072940 - ENSDARG00000038213
7599 chr3 20547488 20779739 - ENSDARG00000038215
7600 chr21 6133324 6346742 + ENSDARG00000038219
7601 chr2 10910620 10917526 + ENSDARG00000038222
7602 chr8 11575134 11592075 + ENSDARG00000038225
7603 chr12 49198448 49212435 + ENSDARG00000038226
7604 chr3 19997506 20007627 - ENSDARG00000038228
7605 chr16 2281234 2297724 + ENSDARG00000038232
7606 chr17 31210325 31223329 - ENSDARG00000038235
7607 chr17 23065949 23083702 - ENSDARG00000038237
7608 chr3 18629422 18661130 + ENSDARG00000038239
7609 chr3 18562706 18577974 - ENSDARG00000038242
7610 chr3 18536041 18559024 - ENSDARG00000038243
7611 Zv9_NA930 1266 20338 + ENSDARG00000038245
7612 chr1 2206926 2209960 - ENSDARG00000038248
7613 chr2 5098931 5118311 - ENSDARG00000038258
7614 chr3 6804974 6825659 - ENSDARG00000038260
7615 chr5 8559160 8671403 + ENSDARG00000038267
7616 chr14 3895192 4120141 - ENSDARG00000038270
7617 chr2 250271 255471 + ENSDARG00000038271
7618 chr15 9252646 9319765 + ENSDARG00000038278
7619 chr3 15422243 15428699 + ENSDARG00000038281
7620 chr6 13636635 13645091 + ENSDARG00000038283
7621 chr25 3866149 3886688 - ENSDARG00000038288
7622 chr25 3816091 3841982 + ENSDARG00000038290
7623 chr6 26834848 26847624 - ENSDARG00000038293
7624 chr3 16382464 16390299 + ENSDARG00000038296
7625 chr3 16367298 16380904 - ENSDARG00000038297
7626 chr8 42161992 42186903 + ENSDARG00000038300
7627 chr10 2903212 2925594 + ENSDARG00000038302
7628 chr9 19622379 19634093 - ENSDARG00000038305
7629 chr9 19350551 19433054 - ENSDARG00000038306
7630 chr10 2868397 2878128 + ENSDARG00000038308
7631 chr9 18833559 18896199 + ENSDARG00000038309
7632 chr5 1942988 1978969 - ENSDARG00000038312
7633 chr10 2707271 2709390 - ENSDARG00000038315
7634 chr9 34113746 34115286 - ENSDARG00000038321
7635 chr20 28431243 28434069 - ENSDARG00000038348
7636 chr1 59228259 59245729 + ENSDARG00000038352
7637 chr7 58372477 58393241 + ENSDARG00000038359
7638 chr14 6501312 6506530 + ENSDARG00000038360
7639 chr3 467140 482012 - ENSDARG00000038361
7640 chr25 5274269 5284558 - ENSDARG00000038363
7641 chr3 12551666 12556748 - ENSDARG00000038366
7642 chr3 12526788 12534716 - ENSDARG00000038367
7643 chr3 12503979 12511563 - ENSDARG00000038369
7644 chr3 12440711 12450736 - ENSDARG00000038371
7645 chr15 44766187 44792877 + ENSDARG00000038372
7646 chr3 12404618 12405940 - ENSDARG00000038373
7647 chr3 12363489 12373957 + ENSDARG00000038374
7648 chr15 44848055 44870331 + ENSDARG00000038378
7649 chr8 8276901 8290354 + ENSDARG00000038382
7650 chr4 16448762 16459275 - ENSDARG00000038384
7651 chr4 16485295 16487377 + ENSDARG00000038386
7652 chr3 2387425 2402051 - ENSDARG00000038392
7653 chr2 10582180 10612358 - ENSDARG00000038397
7654 chr3 4345950 4356893 + ENSDARG00000038398
7655 chr3 5689082 5699669 + ENSDARG00000038399
7656 chr3 5651586 5669392 + ENSDARG00000038401
7657 Zv9_NA257 14297 24505 - ENSDARG00000038404
7658 chr3 1828727 1834862 + ENSDARG00000038405
7659 chr3 1305869 1306616 - ENSDARG00000038408
7660 chr11 2666312 2667319 + ENSDARG00000038414
7661 chr8 52614984 52644376 - ENSDARG00000038422
7662 chr16 18720425 18754319 - ENSDARG00000038424
7663 chr24 20067997 20136956 + ENSDARG00000038428
7664 chr24 20257036 20268667 - ENSDARG00000038429
7665 chr20 54532553 54544969 + ENSDARG00000038432
7666 chr16 56117757 56122739 + ENSDARG00000038439
7667 chr23 2801266 2882866 + ENSDARG00000038442
7668 chr16 56398544 56415944 - ENSDARG00000038445
7669 chr9 14643802 14781066 - ENSDARG00000038446
7670 chr25 2375792 2397730 + ENSDARG00000038456
7671 chr9 2518413 2537534 - ENSDARG00000038458
7672 chr6 58445977 58466223 + ENSDARG00000038465
7673 chr6 58601116 58633323 + ENSDARG00000038467
7674 Zv9_scaffold3484 55545 106981 + ENSDARG00000038472
7675 chr13 11461907 11478686 - ENSDARG00000038473
7676 chr22 39637504 39656460 - ENSDARG00000038475
7677 chr2 58711491 58719262 - ENSDARG00000038476
7678 chr22 39861958 39864535 + ENSDARG00000038479
7679 chr22 39538921 39543702 + ENSDARG00000038489
7680 chr25 18923591 18932569 + ENSDARG00000038500
7681 chr22 39408342 39414485 - ENSDARG00000038505
7682 chr14 43051750 43063633 + ENSDARG00000038508
7683 chr18 33313412 33314955 + ENSDARG00000038514
7684 chr8 2022107 2039068 + ENSDARG00000038518
7685 chr5 55205596 55230696 - ENSDARG00000038524
7686 chr1 58246309 58252883 - ENSDARG00000038530
7687 chr7 71980895 71984753 + ENSDARG00000038532
7688 chr19 4471394 4481145 - ENSDARG00000038533
7689 chr6 23803980 23830258 - ENSDARG00000038537
7690 chr6 23727453 23748490 - ENSDARG00000038538
7691 chr13 51622354 51633972 + ENSDARG00000038540
7692 chr2 50554397 50555589 - ENSDARG00000038541
7693 chr2 50376130 50404290 + ENSDARG00000038543
7694 chr2 48710962 48717469 + ENSDARG00000038551
7695 chr2 48377922 48378774 + ENSDARG00000038553
7696 chr24 39184096 39191412 - ENSDARG00000038556
7697 chr24 39164154 39183931 - ENSDARG00000038557
7698 chr24 39080413 39081743 - ENSDARG00000038559
7699 chr2 48188415 48196354 + ENSDARG00000038561
7700 chr2 48203229 48233581 + ENSDARG00000038563
7701 chr24 38851231 38860920 + ENSDARG00000038566
7702 chr24 38842181 38851801 - ENSDARG00000038567
7703 chr4 48427303 48458500 + ENSDARG00000038568
7704 chr2 48069332 48071845 - ENSDARG00000038569
7705 chr2 48052124 48057664 + ENSDARG00000038570
7706 chr2 47704725 47707925 + ENSDARG00000038574
7707 chr12 7909577 7925181 - ENSDARG00000038576
7708 chr6 52186260 52192348 + ENSDARG00000038577
7709 chr6 52015123 52023648 + ENSDARG00000038583
7710 chr2 45178320 45197119 - ENSDARG00000038585
7711 chr2 45221499 45222824 + ENSDARG00000038587
7712 chr2 59697319 59715893 - ENSDARG00000038590
7713 chr6 51775396 51794096 + ENSDARG00000038593
7714 chr2 44254153 44261341 - ENSDARG00000038608
7715 chr2 44320983 44344410 - ENSDARG00000038609
7716 chr2 44462271 44467626 - ENSDARG00000038612
7717 chr2 44444676 44460112 - ENSDARG00000038615
7718 chr8 21675464 21835724 - ENSDARG00000038618
7719 chr24 39717819 39718254 + ENSDARG00000038624
7720 chr19 50222655 50228069 + ENSDARG00000038634
7721 chr8 21671325 21673750 + ENSDARG00000038635
7722 chr13 21806733 21812343 - ENSDARG00000038639
7723 chr8 21891896 21907046 + ENSDARG00000038643
7724 chr2 42809792 42816259 + ENSDARG00000038646
7725 chr8 22126993 22214569 + ENSDARG00000038655
7726 chr2 42292710 42299718 + ENSDARG00000038658
7727 chr17 734 3743 + ENSDARG00000038664
7728 chr2 167258 170770 - ENSDARG00000038666
7729 chr2 154495 158192 + ENSDARG00000038667
7730 chr2 42122033 42136425 - ENSDARG00000038668
7731 chr2 42106335 42118400 + ENSDARG00000038669
7732 chr21 43960986 44022195 + ENSDARG00000038672
7733 chr1 59849478 59851252 - ENSDARG00000038681
7734 chr1 59755054 59756146 - ENSDARG00000038682
7735 chr1 59830857 59832712 - ENSDARG00000038683
7736 chr13 22838427 22855314 + ENSDARG00000038686
7737 chr13 22857578 22875759 + ENSDARG00000038687
7738 chr2 36710857 36764738 - ENSDARG00000038693
7739 chr2 36810195 36824455 - ENSDARG00000038694
7740 chr2 36844171 36855031 - ENSDARG00000038695
7741 chr2 37015921 37016992 + ENSDARG00000038700
7742 chr13 23157710 23172015 - ENSDARG00000038703
7743 chr2 37470849 37475961 + ENSDARG00000038709
7744 chr2 37635490 37657771 + ENSDARG00000038713
7745 chr2 37742615 37756145 + ENSDARG00000038716
7746 chr2 37985405 37987507 - ENSDARG00000038720
7747 chr21 7173572 7174889 + ENSDARG00000038728
7748 chr21 7136709 7156370 - ENSDARG00000038729
7749 chr2 39435480 39463255 - ENSDARG00000038731
7750 chr23 15103844 15147833 - ENSDARG00000038737
7751 chr2 38725478 38732248 + ENSDARG00000038742
7752 chr2 38701553 38719326 - ENSDARG00000038743
7753 chr2 38435909 38442464 + ENSDARG00000038747
7754 chr2 35324470 35332623 + ENSDARG00000038754
7755 chr3 47698957 47711298 + ENSDARG00000038768
7756 chr3 47690295 47695890 - ENSDARG00000038770
7757 chr2 32075481 32105316 - ENSDARG00000038780
7758 chr2 32212087 32223025 - ENSDARG00000038784
7759 chr2 32223429 32231413 - ENSDARG00000038785
7760 chr2 32232503 32276670 - ENSDARG00000038786
7761 chr2 32279058 32292819 - ENSDARG00000038787
7762 chr21 16467609 16494430 + ENSDARG00000038788
7763 chr2 32564477 32568496 + ENSDARG00000038789
7764 chr2 33044397 33046563 + ENSDARG00000038792
7765 chr2 33140286 33173149 - ENSDARG00000038793
7766 chr2 33175185 33184246 + ENSDARG00000038794
7767 chr2 33829975 33844754 + ENSDARG00000038801
7768 chr2 33846613 33856275 - ENSDARG00000038802
7769 chr10 168561 173059 - ENSDARG00000038805
7770 chr2 31392512 31402125 - ENSDARG00000038812
7771 chr24 10884225 11081708 - ENSDARG00000038814
7772 chr2 31231575 31256560 - ENSDARG00000038822
7773 chr2 30005551 30039129 - ENSDARG00000038826
7774 chr14 51112627 51144972 + ENSDARG00000038834
7775 chr14 51150479 51153666 - ENSDARG00000038835
7776 chr11 43722036 43799988 + ENSDARG00000038843
7777 chr25 13905963 13922769 - ENSDARG00000038845
7778 chr25 13831992 13840785 - ENSDARG00000038847
7779 chr2 30609427 30615952 + ENSDARG00000038855
7780 chr14 49134990 49148620 - ENSDARG00000038858
7781 chr2 30467360 30499334 - ENSDARG00000038859
7782 chr2 29859811 29892301 + ENSDARG00000038862
7783 chr17 41241034 41423508 + ENSDARG00000038863
7784 chr7 62402896 62437144 - ENSDARG00000038865
7785 chr20 6358595 6581574 - ENSDARG00000038866
7786 chr2 29765373 29770264 - ENSDARG00000038867
7787 chr2 29691251 29694788 + ENSDARG00000038868
7788 chr2 29640509 29653812 + ENSDARG00000038869
7789 chr14 48939010 48953777 + ENSDARG00000038870
7790 chr7 65801234 65803245 - ENSDARG00000038872
7791 chr24 7941486 7967618 + ENSDARG00000038876
7792 chr15 1435570 1443911 + ENSDARG00000038878
7793 chr15 1489699 1529464 - ENSDARG00000038879
7794 chr8 2684693 2704946 - ENSDARG00000038881
7795 chr15 1529850 1568335 + ENSDARG00000038882
7796 chr23 37542555 37552094 + ENSDARG00000038891
7797 chr2 27466576 27478351 - ENSDARG00000038894
7798 chr2 26740138 26744964 - ENSDARG00000038898
7799 chr2 26618240 26624320 - ENSDARG00000038900
7800 chr7 23378964 23380585 - ENSDARG00000038901
7801 chr2 26627846 26643214 + ENSDARG00000038905
7802 chr2 24894087 24898998 + ENSDARG00000038909
7803 chr2 24878158 24889786 - ENSDARG00000038910
7804 chr9 56398460 56447755 - ENSDARG00000038917
7805 chr9 56503627 56505795 + ENSDARG00000038918
7806 chr9 45370917 45486703 + ENSDARG00000038938
7807 chr9 45497295 45556301 + ENSDARG00000038941
7808 Zv9_scaffold3485 88976 98522 + ENSDARG00000038950
7809 chr23 29954461 29994591 - ENSDARG00000038954
7810 chr2 23508686 23511649 - ENSDARG00000038955
7811 chr5 23960361 24009973 + ENSDARG00000038956
7812 chr17 52432456 52451196 + ENSDARG00000038957
7813 chr21 37840768 37859617 - ENSDARG00000038964
7814 chr2 47766769 47804182 - ENSDARG00000038967
7815 chr17 52168997 52177941 - ENSDARG00000038968
7816 chr17 52153519 52164516 + ENSDARG00000038969
7817 chr8 5335660 5403024 - ENSDARG00000038974
7818 chr7 14519590 14535767 - ENSDARG00000038976
7819 chr2 9432998 9448262 + ENSDARG00000038977
7820 chr2 9415509 9424697 - ENSDARG00000038978
7821 chr2 24026723 24040524 - ENSDARG00000038979
7822 chr2 9361512 9368564 + ENSDARG00000038980
7823 chr2 9315715 9334070 + ENSDARG00000038981
7824 chr2 24186724 24241358 + ENSDARG00000038985
7825 chr2 33440493 33446769 + ENSDARG00000038987
7826 chr2 22890713 22896737 - ENSDARG00000038988
7827 chr12 23614380 23660460 + ENSDARG00000038990
7828 chr12 23665984 23711049 - ENSDARG00000038991
7829 chr13 50131016 50147611 - ENSDARG00000038995
7830 chr13 50154231 50184997 + ENSDARG00000038996
7831 chr20 53395541 53456590 + ENSDARG00000039004
7832 chr23 44662350 44666564 + ENSDARG00000039005
7833 chr23 44727895 44739806 + ENSDARG00000039007
7834 chr23 44760942 44769699 + ENSDARG00000039008
7835 chr10 8458721 8479699 - ENSDARG00000039016
7836 chr13 47400088 47413346 + ENSDARG00000039020
7837 chr2 22075319 22094365 - ENSDARG00000039022
7838 chr13 46745086 46748279 + ENSDARG00000039034
7839 chr13 40471770 40507554 - ENSDARG00000039041
7840 Zv9_NA903 29242 50744 - ENSDARG00000039048
7841 chr2 21133813 21148101 - ENSDARG00000039051
7842 chr2 21122957 21131131 - ENSDARG00000039052
7843 chr13 41358337 41366557 - ENSDARG00000039062
7844 chr1 13384328 13417763 - ENSDARG00000039063
7845 chr13 41328377 41338923 - ENSDARG00000039064
7846 chr15 37037797 37060198 - ENSDARG00000039065
7847 chr13 2118710 2130711 + ENSDARG00000039066
7848 chr13 35705821 35719178 - ENSDARG00000039067
7849 chr13 35613201 35694123 - ENSDARG00000039069
7850 chr2 54088548 54112518 - ENSDARG00000039070
7851 chr15 42572450 42591525 + ENSDARG00000039077
7852 chr13 40595043 40630470 - ENSDARG00000039082
7853 chr13 40785214 40793016 + ENSDARG00000039093
7854 chr13 40756879 40759581 - ENSDARG00000039095
7855 chr15 36799546 36828256 - ENSDARG00000039096
7856 chr2 21651559 21675050 + ENSDARG00000039098
7857 chr7 9179702 9181584 - ENSDARG00000039099
7858 chr7 9165224 9169402 + ENSDARG00000039100
7859 chr3 8798913 8799810 - ENSDARG00000039104
7860 chr3 8865753 8869914 - ENSDARG00000039108
7861 chr3 54095211 54103271 - ENSDARG00000039116
7862 chr12 20241115 20249459 - ENSDARG00000039117
7863 chr13 37270231 37312984 - ENSDARG00000039123
7864 chr13 37107461 37163320 - ENSDARG00000039125
7865 chr13 37014796 37023792 - ENSDARG00000039130
7866 chr1 1562080 1572446 + ENSDARG00000039131
7867 chr25 32611176 32680965 - ENSDARG00000039133
7868 chr12 48192148 48266683 + ENSDARG00000039134
7869 chr13 36713493 36720907 - ENSDARG00000039136
7870 chr2 20763673 20771677 + ENSDARG00000039142
7871 Zv9_NA596 5224 6587 - ENSDARG00000039143
7872 chr12 47820206 47838791 + ENSDARG00000039145
7873 chr13 36441275 36451926 - ENSDARG00000039150
7874 chr2 16302921 16305991 + ENSDARG00000039152
7875 chr6 23368320 23379486 + ENSDARG00000039162
7876 chr22 5239117 5243568 - ENSDARG00000039164
7877 chr12 17684090 17686709 - ENSDARG00000039173
7878 chr2 15163713 15169965 - ENSDARG00000039174
7879 chr5 27596889 27707881 + ENSDARG00000039181
7880 chr6 53453187 53841950 - ENSDARG00000039182
7881 chr4 8248731 8254336 + ENSDARG00000039185
7882 chr19 1483876 1495393 - ENSDARG00000039193
7883 chr19 1424533 1456884 - ENSDARG00000039194
7884 chr2 11477047 11624589 + ENSDARG00000039196
7885 Zv9_NA429 50204 63890 + ENSDARG00000039197
7886 chr2 11442481 11454228 - ENSDARG00000039203
7887 chr6 33608799 33614433 - ENSDARG00000039208
7888 chr7 27425722 27434020 - ENSDARG00000039211
7889 chr6 33624474 33629341 - ENSDARG00000039213
7890 chr10 23091440 23107732 + ENSDARG00000039215
7891 chr6 33629385 33645524 + ENSDARG00000039217
7892 chr14 32759880 32761193 - ENSDARG00000039218
7893 chr2 8945288 9044160 - ENSDARG00000039220
7894 chr6 33646925 33678526 - ENSDARG00000039222
7895 chr8 54270456 54369808 - ENSDARG00000039225
7896 chr8 54214245 54232674 - ENSDARG00000039229
7897 chr18 48806065 48812094 + ENSDARG00000039232
7898 chr13 38610992 38620012 + ENSDARG00000039234
7899 chr6 23200427 23205869 - ENSDARG00000039238
7900 chr3 56777869 56805492 + ENSDARG00000039240
7901 chr6 22912210 23074768 + ENSDARG00000039241
7902 chr13 38014818 38017588 - ENSDARG00000039243
7903 chr23 25213746 25226487 + ENSDARG00000039255
7904 chr6 22780194 22839527 + ENSDARG00000039256
7905 chr3 9754282 9794536 - ENSDARG00000039257
7906 chr23 25227777 25242494 - ENSDARG00000039263
7907 chr6 22594819 22603027 + ENSDARG00000039264
7908 chr23 25276726 25302732 + ENSDARG00000039265
7909 chr13 33220622 33245974 - ENSDARG00000039266
7910 chr7 1648460 1648973 + ENSDARG00000039268
7911 chr13 33248149 33257976 + ENSDARG00000039269
7912 chr13 33264038 33278458 - ENSDARG00000039270
7913 chr2 7845116 7895670 - ENSDARG00000039272
7914 chr13 33379030 33394335 - ENSDARG00000039273
7915 chr13 33434616 33451013 - ENSDARG00000039279
7916 chr13 32516799 32680444 + ENSDARG00000039299
7917 chr4 62065731 62081129 + ENSDARG00000039302
7918 chr13 31843563 31845797 - ENSDARG00000039304
7919 chr3 8299858 8338873 + ENSDARG00000039309
7920 chr2 5186291 5203409 - ENSDARG00000039310
7921 chr17 15384334 15385620 + ENSDARG00000039311
7922 chr14 17943773 17968729 + ENSDARG00000039316
7923 chr5 29644435 29661354 - ENSDARG00000039319
7924 chr2 3388619 3392143 - ENSDARG00000039322
7925 chr6 59740415 59768355 - ENSDARG00000039325
7926 chr6 59707012 59713231 - ENSDARG00000039328
7927 chr6 59396065 59401491 - ENSDARG00000039329
7928 chr9 6120247 6164519 + ENSDARG00000039335
7929 chr3 14296005 14299726 - ENSDARG00000039338
7930 chr4 4967256 4982190 - ENSDARG00000039340
7931 chr2 54479382 54485838 - ENSDARG00000039341
